"Name action", "Timestamp action"
"Load all specializations from csv","2020-04-21T12:18:10.421558"
"Load all candidates from csv","2020-04-21T12:18:10.423552700"
"Load all applications from csv","2020-04-21T12:18:10.427541300"
"Get a specialization by name","2020-04-21T12:18:10.429536600"
"Get a candidate by CNP","2020-04-21T12:18:10.430533700"
"Find a faculty by name","2020-04-21T12:18:10.430533700"
"Get all candidates","2020-04-21T12:18:15.498184900"
"Load all faculties from csv","2020-04-21T12:22:21.505683400"
"Load all specializations from csv","2020-04-21T12:22:21.540436900"
"Load all candidates from csv","2020-04-21T12:22:21.540436900"
"Load all applications from csv","2020-04-21T12:22:21.540436900"
"Get a specialization by name","2020-04-21T12:22:21.540436900"
"Get a candidate by CNP","2020-04-21T12:22:21.540436900"
"Find a faculty by name","2020-04-21T12:22:21.540436900"
"Load all faculties from csv","2020-04-21T12:23:47.268821800"
"Load all specializations from csv","2020-04-21T12:23:47.300070800"
"Load all candidates from csv","2020-04-21T12:23:47.300070800"
"Load all applications from csv","2020-04-21T12:23:47.300070800"
"Get a specialization by name","2020-04-21T12:23:47.300070800"
"Get a candidate by CNP","2020-04-21T12:23:47.315692300"
"Find a faculty by name","2020-04-21T12:23:47.315692300"
"Get all faculties","2020-04-21T12:23:52.904490900"
"Load all faculties from csv","2020-04-21T12:25:55.567164100"
"Load all specializations from csv","2020-04-21T12:25:55.595089100"
"Load all candidates from csv","2020-04-21T12:25:55.597083800"
"Load all applications from csv","2020-04-21T12:25:55.600075600"
"Get a specialization by name","2020-04-21T12:25:55.602070800"
"Get a candidate by CNP","2020-04-21T12:25:55.603068500"
"Find a faculty by name","2020-04-21T12:25:55.603068500"
"Get all faculties","2020-04-21T12:25:59.667292200"
"Load all faculties from csv","2020-04-21T12:34:48.603970500"
"Load all specializations from csv","2020-04-21T12:34:48.635378400"
"Load all candidates from csv","2020-04-21T12:34:48.636738600"
"Load all applications from csv","2020-04-21T12:34:48.641322700"
"Get a specialization by name","2020-04-21T12:34:48.644112800"
"Get a candidate by CNP","2020-04-21T12:34:48.644112800"
"Find a faculty by name","2020-04-21T12:34:48.644112800"
"Get all specilizations:","2020-04-21T12:34:59.617910"
"Load all faculties from csv","2020-04-21T12:41:43.751848"
"Load all specializations from csv","2020-04-21T12:41:43.784090400"
"Load all candidates from csv","2020-04-21T12:41:43.786644300"
"Load all applications from csv","2020-04-21T12:41:43.792393300"
"Get a specialization by name","2020-04-21T12:41:43.794439400"
"Get a candidate by CNP","2020-04-21T12:41:43.794439400"
"Find a faculty by name","2020-04-21T12:41:43.795452900"
"Load all faculties from csv","2020-04-21T12:52:56.837020800"
"Load all specializations from csv","2020-04-21T12:52:56.862164400"
"Load all candidates from csv","2020-04-21T12:52:56.863883300"
"Load all applications from csv","2020-04-21T12:52:56.867281"
"Get a specialization by name","2020-04-21T12:52:56.869878"
"Get a candidate by CNP","2020-04-21T12:52:56.869878"
"Find a faculty by name","2020-04-21T12:52:56.869878"
"Get all budget candidates","2020-04-21T12:53:59.812787800"
"Get all the applications","2020-04-21T12:54:11.161647500"
"Get all faculties","2020-04-21T12:54:19.048839700"
"Get a specialization by name","2020-04-21T12:54:35.849682300"
"Load all faculties from csv","2020-04-21T12:55:11.784576300"
"Load all specializations from csv","2020-04-21T12:55:11.811920300"
"Load all candidates from csv","2020-04-21T12:55:11.812919400"
"Load all applications from csv","2020-04-21T12:55:11.816316900"
"Get a specialization by name","2020-04-21T12:55:11.818862200"
"Get a candidate by CNP","2020-04-21T12:55:11.818897600"
"Find a faculty by name","2020-04-21T12:55:11.818897600"
"Get all the applications for the budget","2020-04-21T12:55:15.594121"
"Load all faculties from csv","2020-04-21T12:56:48.405643100"
"Load all specializations from csv","2020-04-21T12:56:48.430755200"
"Load all candidates from csv","2020-04-21T12:56:48.431894200"
"Load all applications from csv","2020-04-21T12:56:48.436464800"
"Get a specialization by name","2020-04-21T12:56:48.438142600"
"Get a candidate by CNP","2020-04-21T12:56:48.438142600"
"Find a faculty by name","2020-04-21T12:56:48.438142600"
"Delete a candidate by CNP","2020-04-21T12:57:09.982956600"
"Get all candidates","2020-04-21T12:57:09.983953300"
"Reload the candidates in csv","2020-04-21T12:57:09.983953300"
"Get all candidates","2020-04-21T12:57:19.043713900"
"Load all faculties from csv","2020-04-21T12:58:17.794391500"
"Load all specializations from csv","2020-04-21T12:58:17.819361200"
"Load all candidates from csv","2020-04-21T12:58:17.821406600"
"Load all applications from csv","2020-04-21T12:58:17.823837900"
"Get a specialization by name","2020-04-21T12:58:17.825642600"
"Get a candidate by CNP","2020-04-21T12:58:17.825642600"
"Load all faculties from csv","2020-04-21T12:59:07.540511200"
"Load all specializations from csv","2020-04-21T12:59:07.566514600"
"Load all candidates from csv","2020-04-21T12:59:07.568142800"
"Load all applications from csv","2020-04-21T12:59:07.572577900"
"Get a specialization by name","2020-04-21T12:59:07.574622100"
"Get a candidate by CNP","2020-04-21T12:59:07.574622100"
"Find a faculty by name","2020-04-21T12:59:07.575620100"
"Delete a candidate by CNP","2020-04-21T12:59:23.515296300"
"Get all candidates","2020-04-21T12:59:23.516291400"
"Reload the candidates in csv","2020-04-21T12:59:23.516291400"
"Get all candidates","2020-04-21T12:59:36.128447500"
"Load all faculties from csv","2020-04-21T12:59:52.551122400"
"Load all specializations from csv","2020-04-21T12:59:52.576787400"
"Load all candidates from csv","2020-04-21T12:59:52.578032400"
"Load all applications from csv","2020-04-21T12:59:52.582306100"
"Get a specialization by name","2020-04-21T12:59:52.584370100"
"Get a candidate by CNP","2020-04-21T12:59:52.584370100"
"Load all faculties from csv","2020-04-21T13:02:05.381964300"
"Load all specializations from csv","2020-04-21T13:02:05.414433600"
"Load all candidates from csv","2020-04-21T13:02:05.417492400"
"Load all applications from csv","2020-04-21T13:02:05.422643700"
"Get a specialization by name","2020-04-21T13:02:05.424393900"
"Get a candidate by CNP","2020-04-21T13:02:05.424393900"
"Find a faculty by name","2020-04-21T13:02:05.425785700"
"Delete a candidate by CNP","2020-04-21T13:03:05.785236500"
"Delete an application by Cnp candidate","2020-04-21T13:03:05.786234900"
"Reload the applications in csv","2020-04-21T13:03:05.786234900"
"Reload the applications in csv","2020-04-21T13:03:05.787232500"
"Reload the candidates in csv","2020-04-21T13:03:05.788612700"
"Load all faculties from csv","2020-04-21T13:04:16.076832200"
"Load all specializations from csv","2020-04-21T13:04:16.105636300"
"Load all candidates from csv","2020-04-21T13:04:16.106789500"
"Load all applications from csv","2020-04-21T13:04:16.112085800"
"Get a specialization by name","2020-04-21T13:04:16.114411300"
"Get a candidate by CNP","2020-04-21T13:04:16.114411300"
"Find a faculty by name","2020-04-21T13:04:16.115409200"
"Delete an application by Cnp candidate","2020-04-21T13:04:24.931987700"
"Reload the applications in csv","2020-04-21T13:04:24.932988200"
"Load all faculties from csv","2020-04-21T13:06:56.042192100"
"Load all specializations from csv","2020-04-21T13:06:56.067227700"
"Load all candidates from csv","2020-04-21T13:06:56.069221900"
"Load all applications from csv","2020-04-21T13:06:56.072784500"
"Get a specialization by name","2020-04-21T13:06:56.074864500"
"Get a candidate by CNP","2020-04-21T13:06:56.075262600"
"Find a faculty by name","2020-04-21T13:06:56.075262600"
"Load all faculties from csv","2020-04-21T13:15:01.059651"
"Load all specializations from csv","2020-04-21T13:15:01.087059900"
"Load all candidates from csv","2020-04-21T13:15:01.090188100"
"Load all applications from csv","2020-04-21T13:15:01.093893200"
"Get a specialization by name","2020-04-21T13:15:01.096288900"
"Get a candidate by CNP","2020-04-21T13:15:01.097285500"
"Find a faculty by name","2020-04-21T13:15:01.097722600"
"Delete a candidate by CNP","2020-04-21T13:15:15.187902500"
"Get all candidates","2020-04-21T13:15:25.391628900"
"Load all faculties from csv","2020-04-21T13:16:34.351663500"
"Load all specializations from csv","2020-04-21T13:16:34.376164700"
"Load all candidates from csv","2020-04-21T13:16:34.378752200"
"Load all applications from csv","2020-04-21T13:16:34.381919800"
"Get a specialization by name","2020-04-21T13:16:34.384420400"
"Get a candidate by CNP","2020-04-21T13:16:34.384420400"
"Find a faculty by name","2020-04-21T13:16:34.385457200"
"Load all faculties from csv","2020-04-21T13:16:58.538271"
"Load all specializations from csv","2020-04-21T13:16:58.568317300"
"Load all candidates from csv","2020-04-21T13:16:58.572294200"
"Load all applications from csv","2020-04-21T13:16:58.576459200"
"Get a specialization by name","2020-04-21T13:16:58.578846200"
"Get a candidate by CNP","2020-04-21T13:16:58.578846200"
"Find a faculty by name","2020-04-21T13:16:58.578846200"
"Get all the applications","2020-04-21T13:17:05.296903800"
"Load all faculties from csv","2020-04-21T13:45:45.187718"
"Load all specializations from csv","2020-04-21T13:45:45.215425900"
"Load all candidates from csv","2020-04-21T13:45:45.217050200"
"Load all applications from csv","2020-04-21T13:45:45.221038200"
"Get a specialization by name","2020-04-21T13:45:45.223084600"
"Get a candidate by CNP","2020-04-21T13:45:45.223084600"
"Find a faculty by name","2020-04-21T13:45:45.224081200"
"Load all faculties from csv","2020-04-21T13:46:54.166677100"
"Load all specializations from csv","2020-04-21T13:46:54.190475900"
"Load all candidates from csv","2020-04-21T13:46:54.192480300"
"Load all applications from csv","2020-04-21T13:46:54.196470200"
"Get a specialization by name","2020-04-21T13:46:54.198206500"
"Get a candidate by CNP","2020-04-21T13:46:54.198206500"
"Find a faculty by name","2020-04-21T13:46:54.199204100"
"Get all candidates","2020-04-21T13:47:01.622063900"
"Load all faculties from csv","2020-04-21T13:57:10.763668800"
"Load all specializations from csv","2020-04-21T13:57:10.822680300"
"Load all candidates from csv","2020-04-21T13:57:10.827742"
"Load all applications from csv","2020-04-21T13:57:10.830214"
"Get a specialization by name","2020-04-21T13:57:10.839914500"
"Get a candidate by CNP","2020-04-21T13:57:10.839914500"
"Find a faculty by name","2020-04-21T13:57:10.839914500"
"Get all candidates","2020-04-21T13:57:16.191480300"
"Get all the applications","2020-04-21T13:57:24.332839500"
"Load all faculties from csv","2020-04-21T14:40:42.825439"
"Load all specializations from csv","2020-04-21T14:40:42.856989"
"Load all candidates from csv","2020-04-21T14:40:42.858983600"
"Load all applications from csv","2020-04-21T14:40:42.864966300"
"Get a specialization by name","2020-04-21T14:40:42.866961900"
"Get a candidate by CNP","2020-04-21T14:40:42.866961900"
"Find a faculty by name","2020-04-21T14:40:42.867958800"
"Get all candidates","2020-04-21T14:40:49.362843500"
"Load all faculties from csv","2020-04-21T14:58:16.353098200"
"Load all specializations from csv","2020-04-21T14:58:16.394561600"
"Load all candidates from csv","2020-04-21T14:58:16.399548200"
"Load all applications from csv","2020-04-21T14:58:16.403537600"
"Get a specialization by name","2020-04-21T14:58:16.407526300"
"Get a candidate by CNP","2020-04-21T14:58:16.408523900"
"Find a faculty by name","2020-04-21T14:58:16.409521200"
"Get all candidates","2020-04-21T14:58:22.957577900"
